dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
baseline;spam;00701.ea27d8eea96c7d361ea78613d0a3c481;;;;none;;;True;12.7;5.0;13;ACT_NOW_CAPS|DATE_IN_PAST_96_XX|FORGED_MUA_IMS|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|MIME_HTML_ONLY|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 965 | Spam: True ; 12.7 / 5.0"
baseline;spam;00702.ac95bc3f1e8943dd03fc78bebc0925ac;;;;none;;;True;14.7;5.0;15;DATE_IN_PAST_06_12|FORGED_HOTMAIL_RCVD2|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|HTML_MESSAGE|LOTS_OF_MONEY|MIME_HTML_ONLY|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|XPRIO	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 989 | Spam: True ; 14.7 / 5.0"
baseline;spam;00705.df125edb37f19c87784942c7b2b164a1;;;;none;;;False;4.2;5.0;4;HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|SORTED_RECIPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 4568 | Spam: False ; 4.2 / 5.0"
baseline;spam;00706.5116018237368c3633823b2d24f8ac86;;;;none;;;True;5.9;5.0;6;FROM_ILLEGAL_CHARS|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|PP_MIME_FAKE_ASCII_TEXT|XM_RANDOM;SPAMD/1.1 0 EX_OK;"Content-length: 881 | Spam: True ; 5.9 / 5.0"
baseline;spam;00718.2495a50c4eab3755f338b5fe589dd52d;;;;none;;;True;12.3;5.0;14;DATE_IN_FUTURE_12_24|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TRACKER_ID|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 924 | Spam: True ; 12.3 / 5.0"
baseline;spam;00727.45ac8c0efbb22514a075b99e1c57422e;;;;none;;;True;7.4;5.0;11;ACT_NOW_CAPS|FILL_THIS_FORM|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLY|LOW_PRICE|MISSING_MIMEOLE|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 802 | Spam: True ; 7.4 / 5.0"
baseline;spam;00738.10deb784a63c0bdc5e78b019720f3e9f;;;;none;;;True;5.7;5.0;9;DATE_IN_PAST_12_24|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 835 | Spam: True ; 5.7 / 5.0"
baseline;spam;00740.ce4777381c2bc6bee30bef6bd274233f;;;;none;;;True;6.7;5.0;11;HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|HTML_TAG_BALANCE_BODY|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 846 | Spam: True ; 6.7 / 5.0"
baseline;spam;00757.c2da75286819a139e27438ca5c5ba762;;;;none;;;True;12.4;5.0;11;FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RCVD_FAKE_HELO_DOTCOM|SUBJ_ALL_CAPS|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1076 | Spam: True ; 12.4 / 5.0"
baseline;spam;00761.00d729b279723c9ae9d8f09e171db301;;;;none;;;True;13.6;5.0;20;BAD_CREDIT|DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|IP_LINK_PLUS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2081 | Spam: True ; 13.6 / 5.0"
baseline;spam;00762.e31568dff471c947d42869ae2f8f0779;;;;none;;;True;10.8;5.0;17;DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1171 | Spam: True ; 10.8 / 5.0"
baseline;spam;00795.61fe820f7755e4b4e66e715ea667b338;;;;none;;;True;11.0;5.0;8;DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 11.0 / 5.0"
baseline;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;;;;none;;;True;17.6;5.0;15;BANG_GUAR|DATE_IN_FUTURE_12_24|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJECT_DIET|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1398 | Spam: True ; 17.6 / 5.0"
baseline;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;;;;none;;;False;1.2;5.0;5;FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1967 | Spam: False ; 1.2 / 5.0"
baseline;spam;00810.bceaa748f9cee012c466212d8a608acf;;;;none;;;True;11.3;5.0;5;FORGED_MUA_OUTLOOK|FSL_CTYPE_WIN1251|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 724 | Spam: True ; 11.3 / 5.0"
baseline;spam;00830.079ed7d24f78024e023b82417a6fe2ca;;;;none;;;True;10.6;5.0;12;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 788 | Spam: True ; 10.6 / 5.0"
baseline;spam;00851.dc5452f80ba0bb8481dfc48f70380c4d;;;;none;;;True;16.9;5.0;18;DATE_IN_FUTURE_12_24|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1946 | Spam: True ; 16.9 / 5.0"
baseline;spam;00861.e8b94fc9514d2d2cbb541b01e2dda726;;;;none;;;True;15.9;5.0;20;DATE_IN_FUTURE_06_12|END_FUTURE_EMAILS|EXCUSE_24|FREEMAIL_FROM|FREEMAIL_REPLYTO|FREEMAIL_REPLYTO_END_DIGIT|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HTTP_ESCAPED_HOST|HTTP_EXCESSIVE_ESCAPES|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|PERCENT_RANDOM|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO|SUBJ_ALL_CAPS;SPAMD/1.1 0 EX_OK;"Content-length: 965 | Spam: True ; 15.9 / 5.0"
baseline;spam;00891.730d12d96dcfa7812a51d12d9a3b6a1c;;;;none;;;False;4.0;5.0;9;DATE_IN_PAST_12_24|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MILLION_USD|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 2213 | Spam: False ; 4.0 / 5.0"
baseline;spam;00925.6ba2770acb214c661a26e54b4d03c119;;;;none;;;True;18.0;5.0;10;DATE_IN_PAST_96_XX|ENGLISH_UCE_SUBJECT|FORGED_MUA_EUDORA|INVALID_DATE|MAY_BE_FORGED|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 823 | Spam: True ; 18.0 / 5.0"
baseline;spam;00933.751d91a92c5f2a40baf68615e49b3fc2;;;;none;;;True;9.8;5.0;12;DATE_IN_FUTURE_06_12|EXCUSE_4|FORGED_OUTLOOK_HTML|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MIXED_HREF_CASE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RDNS_NONE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 850 | Spam: True ; 9.8 / 5.0"
baseline;spam;00939.8d335bc76836e51b449de9f6b38aa0f8;;;;none;;;True;10.6;5.0;9;HEADER_FROM_DIFFERENT_DOMAINS|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SUSPICIOUS_RECIPS|THIS_AD	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1459 | Spam: True ; 10.6 / 5.0"
baseline;spam;00940.33bee147237876bc1f28b1bf21b586a0;;;;none;;;True;14.4;5.0;17;ADVANCE_FEE_5_NEW_MONEY|DEAR_SOMETHING|FORM_FRAUD_5|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLY|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAY_BE_FORGED|MONEY_FORM_SHORT|MONEY_FRAUD_8|NAME_EMAIL_DIFF|NA_DOLLARS|PDS_FROM_2_EMAILS|SPOOFED_FREEMAIL|T_FILL_THIS_FORM_SHORT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 903 | Spam: True ; 14.4 / 5.0"
baseline;spam;00947.e4d80402e902f1ea42cfc539bb279afd;;;;none;;;True;10.1;5.0;18;DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1231 | Spam: True ; 10.1 / 5.0"
baseline;spam;00948.674250d39ae9ea6d1c054fd6f7b52cee;;;;none;;;False;1.3;5.0;2;LOTS_OF_MONEY|RDNS_NONE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1425 | Spam: False ; 1.3 / 5.0"
baseline;spam;00953.906b4905eb02cfb9a093162f3c143252;;;;none;;;False;1.2;5.0;4;MAILING_LIST_MULTI|RDNS_NONE|TVD_SPACE_RATIO|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 1954 | Spam: False ; 1.2 / 5.0"
baseline;spam;00956.bd15831ffe9661a5395b8ec491a4fed2;;;;none;;;True;5.2;5.0;7;BANG_GUAR|GUARANTEED_100_PERCENT|HTML_IMAGE_RATIO_04|HTML_MESSAGE|MIME_HEADER_CTYPE_ONLY|MIME_HTML_ONLY|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 811 | Spam: True ; 5.2 / 5.0"
baseline;spam;00962.452e4bd0724bf1139c9bc4eb9ec0fe43;;;;none;;;True;12.0;5.0;18;DATE_IN_FUTURE_06_12|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_REMOTE_IMAGE;SPAMD/1.1 0 EX_OK;"Content-length: 1310 | Spam: True ; 12.0 / 5.0"
baseline;spam;00973.ca8a425093e9994271e922f4d60f775c;;;;none;;;True;9.7;5.0;12;EXCUSE_24|FORGED_MUA_OUTLOOK|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|RCVD_HELO_IP_MISMATCH|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|TRACKER_ID	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 851 | Spam: True ; 9.7 / 5.0"
baseline;spam;00994.228b5746d5f0e44e436fbc0203b3c67a;;;;none;;;True;13.9;5.0;17;FORGED_MUA_OUTLOOK|FORGED_OUTLOOK_HTML|FORGED_OUTLOOK_TAGS|FORGED_YAHOO_RCVD|FREEMAIL_FROM|FREEMAIL_REPLY|FSL_HELO_BARE_IP_2|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 1064 | Spam: True ; 13.9 / 5.0"
baseline;spam;00998.92da52a65a4d039a6b9c02b0d65a1bbf;;;;none;;;False;3.5;5.0;8;HEADER_FROM_DIFFERENT_DOMAINS|HTML_COMMENT_SAVED_URL|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|MIME_HTML_ONLY|MIME_QP_LONG_LINE|MORE_SEX|T_KAM_HTML_FONT_INVALID	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2472 | Spam: False ; 3.5 / 5.0"
baseline;spam;01008.5e932696d8f33950af53eb9461a014a2;;;;none;;;False;3.6;5.0;5;DEAR_SOMETHING|FREEMAIL_FROM|FREEMAIL_REPLY|FSL_NEW_HELO_USER|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1116 | Spam: False ; 3.6 / 5.0"
baseline;spam;01011.d4812088cad8553fb214dab8003add9b;;;;none;;;True;11.4;5.0;14;ADVANCE_FEE_5_NEW_MONEY|DEAR_SOMETHING|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FROMSPACE|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MILLION_USD|NA_DOLLARS|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|T_MONEY_PERCENT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 825 | Spam: True ; 11.4 / 5.0"
baseline;spam;01014.98c1d0a70f88efb979d9ca65e945363e;;;;none;;;True;8.7;5.0;5;BILL_1618|EXCUSE_REMOVE|FROM_BLANK_NAME|RDNS_NONE|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 675 | Spam: True ; 8.7 / 5.0"
baseline;spam;01016.ac6ce255291deba2f46cdd8ddba3ea01;;;;none;;;False;1.4;5.0;9;DATE_IN_PAST_03_06|FILL_THIS_FORM|FORM_FRAUD|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|LOTS_OF_MONEY|MIME_HTML_ONLY|T_FILL_THIS_FORM_LONG|T_MONEY_PERCENT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2518 | Spam: False ; 1.4 / 5.0"
baseline;spam;01036.87c1f0b55cb48bd36c8863cf700cd485;;;;none;;;False;2.4;5.0;8;FORGED_HOTMAIL_RCVD2|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2510 | Spam: False ; 2.4 / 5.0"
baseline;spam;01069.a8cdf944083398c026db401b13908ef9;;;;none;;;False;4.9;5.0;9;HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2467 | Spam: False ; 4.9 / 5.0"
baseline;spam;01075.07ee7f1ab5ad6659c47baa5ef3691a80;;;;none;;;False;2.4;5.0;8;EXCUSE_24|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|IP_LINK_PLUS|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|TRACKER_ID;SPAMD/1.1 0 EX_OK;"Content-length: 2671 | Spam: False ; 2.4 / 5.0"
baseline;spam;01079.9eb95fd88f3d9d551f8c64359470ae7e;;;;none;;;True;10.1;5.0;16;DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_24|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1147 | Spam: True ; 10.1 / 5.0"
baseline;spam;01082.9f69cd26a420837850841e71d6147a57;;;;none;;;True;11.3;5.0;8;FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1364 | Spam: True ; 11.3 / 5.0"
baseline;spam;01104.ec267abf01fe81c42dc90dfd16c930bc;;;;none;;;False;4.5;5.0;5;DEAR_SOMETHING|FREEMAIL_FROM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1716 | Spam: False ; 4.5 / 5.0"
baseline;spam;01105.2582a4afba9b0b06bed5d48e3e8b29df;;;;none;;;False;4.5;5.0;5;DEAR_SOMETHING|FREEMAIL_FROM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1324 | Spam: False ; 4.5 / 5.0"
baseline;spam;01106.37f316c0f77e739cb5fe0e37aaea2046;;;;none;;;False;1.0;5.0;5;DEAR_SOMETHING|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 1915 | Spam: False ; 1.0 / 5.0"
baseline;spam;01130.f286229e3c2eeb5c682204de85d903c0;;;;none;;;True;11.7;5.0;16;DATE_IN_FUTURE_06_12|EXCUSE_24|FORGED_YAHOO_RCVD|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_DYNAMIC|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 973 | Spam: True ; 11.7 / 5.0"
baseline;spam;01131.c9bb07673bf9f048916cd2b9b1813724;;;;none;;;True;9.6;5.0;13;DATE_IN_FUTURE_06_12|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|LOTS_OF_MONEY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 908 | Spam: True ; 9.6 / 5.0"
baseline;spam;01132.3d0e60ced92087634f1433f12810096d;;;;none;;;True;9.4;5.0;13;DATE_IN_PAST_03_06|FIN_FREE|FORGED_YAHOO_RCVD|FREEMAIL_FROM|INVALID_DATE|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|SPOOFED_FREEMAIL|TO_NO_BRKTS_DYNIP|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 862 | Spam: True ; 9.4 / 5.0"
baseline;spam;01140.c37701901dbb63bc34e8db544f431557;;;;none;;;True;12.1;5.0;18;BAD_CREDIT|DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2156 | Spam: True ; 12.1 / 5.0"
baseline;spam;01145.a34477ade6db9376e4f8ccbfa8607881;;;;none;;;True;9.3;5.0;12;DATE_IN_FUTURE_06_12|FORGED_YAHOO_RCVD|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS;SPAMD/1.1 0 EX_OK;"Content-length: 901 | Spam: True ; 9.3 / 5.0"
baseline;spam;01147.50120ae9e4f1745bf7a4178b52cd95ca;;;;none;;;True;12.1;5.0;18;BAD_CREDIT|DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 1861 | Spam: True ; 12.1 / 5.0"
baseline;spam;01151.e295c81d698d58f43f17bde22076cbef;;;;none;;;True;14.4;5.0;16;ADVANCE_FEE_5_NEW_MONEY|DEAR_FRIEND|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MILLION_HUNDRED|MILLION_USD|MONEY_FORM_SHORT|MONEY_FRAUD_8|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|SPOOFED_FREEMAIL|TO_NO_BRKTS_DYNIP|T_FILL_THIS_FORM_SHORT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 967 | Spam: True ; 14.4 / 5.0"
